"app_group_art_value","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"1786","RCE","Not Allowed","735","1336","14","587","735"
"1786","Application Filed","Allowed","86","1336","14","587","735"
"1786","Appeal","Not Allowed","14","1336","14","587","735"
"1786","Interview","Not Allowed","403","1336","14","587","735"
"1786","Application Filed","Not Allowed","124","1336","14","587","735"
"1787","Appeal","Not Allowed","22","1693","30","853","810"
"1787","Appeal","Partially Allowed","1","1693","30","853","810"
"1787","Application Filed","Not Allowed","184","1693","30","853","810"
"1787","Appeal","Allowed","7","1693","30","853","810"
"1787","Interview","Not Allowed","502","1693","30","853","810"
"1787","Application Filed","Allowed","15","1693","30","853","810"
"1787","RCE","Not Allowed","810","1693","30","853","810"
"1787","Interview","Allowed","351","1693","30","853","810"
"1788","Interview","Allowed","359","1169","25","649","495"
"1788","Application Filed","Not Allowed","166","1169","25","649","495"
"1788","Appeal","Not Allowed","21","1169","25","649","495"
"1788","Appeal","Allowed","4","1169","25","649","495"
"1788","RCE","Not Allowed","495","1169","25","649","495"
"1788","Application Filed","Allowed","34","1169","25","649","495"
"1788","Interview","Not Allowed","290","1169","25","649","495"
"1789","Appeal","Not Allowed","26","1123","32","483","608"
"1789","RCE","Not Allowed","608","1123","32","483","608"
"1789","Appeal","Partially Allowed","1","1123","32","483","608"
"1789","Appeal","Allowed","5","1123","32","483","608"
"1789","Application Filed","Allowed","35","1123","32","483","608"
"1789","Application Filed","Not Allowed","154","1123","32","483","608"
"1789","Interview","Allowed","117","1123","32","483","608"
"1789","Interview","Not Allowed","366","1123","32","483","608"
"1791","Appeal","Allowed","11","1190","51","528","611"
"1791","Appeal","Partially Allowed","1","1190","51","528","611"
"1791","Appeal","Not Allowed","39","1190","51","528","611"
"1791","Application Filed","Not Allowed","224","1190","51","528","611"
"1791","Interview","Allowed","174","1190","51","528","611"
"1791","RCE","Not Allowed","611","1190","51","528","611"
"1791","Interview","Not Allowed","354","1190","51","528","611"
"1791","Application Filed","Allowed","13","1190","51","528","611"
"1792","Appeal","Not Allowed","49","1581","60","841","680"
"1792","Application Filed","Not Allowed","256","1581","60","841","680"
"1792","Appeal","Partially Allowed","1","1581","60","841","680"
"1792","RCE","Not Allowed","679","1581","60","841","680"
"1792","Interview","Allowed","256","1581","60","841","680"
"1792","Application Filed","Allowed","45","1581","60","841","680"
"1792","RCE","Allowed","1","1581","60","841","680"
"1792","Interview","Not Allowed","585","1581","60","841","680"
"1792","Appeal","Allowed","10","1581","60","841","680"
"1793","Appeal","Partially Allowed","3","1320","71","626","623"
"1793","Application Filed","Not Allowed","181","1320","71","626","623"
"1793","Interview","Not Allowed","438","1320","71","626","623"
"1793","Interview","Allowed","188","1320","71","626","623"
"1793","Application Filed","Allowed","13","1320","71","626","623"
"1793","Appeal","Allowed","15","1320","71","626","623"
"1793","RCE","Not Allowed","623","1320","71","626","623"
"1793","Appeal","Not Allowed","53","1320","71","626","623"
"1794","Appeal","Allowed","5","1193","27","676","490"
"1794","Application Filed","Not Allowed","167","1193","27","676","490"
"1794","Application Filed","Allowed","122","1193","27","676","490"
"1794","RCE","Not Allowed","490","1193","27","676","490"
"1794","Interview","Not Allowed","320","1193","27","676","490"
"1794","Appeal","Not Allowed","22","1193","27","676","490"
"1794","Interview","Allowed","356","1193","27","676","490"
"1795","Interview","Allowed","352","1579","38","878","663"
"1795","Application Filed","Allowed","92","1579","38","878","663"
"1795","Interview","Not Allowed","526","1579","38","878","663"
"1795","Appeal","Allowed","13","1579","38","878","663"
"1795","Application Filed","Not Allowed","192","1579","38","878","663"
"1795","Appeal","Not Allowed","25","1579","38","878","663"
"1795","RCE","Not Allowed","663","1579","38","878","663"
"1796","RCE","Allowed","2","1649","26","940","683"
"1796","Interview","Allowed","476","1649","26","940","683"
"1796","Appeal","Not Allowed","18","1649","26","940","683"
"1796","RCE","Not Allowed","681","1649","26","940","683"
"1796","Application Filed","Not Allowed","216","1649","26","940","683"
"1796","Appeal","Allowed","8","1649","26","940","683"
"1796","Application Filed","Allowed","163","1649","26","940","683"
"1796","Interview","Not Allowed","464","1649","26","940","683"
"1797","Appeal","Not Allowed","35","1953","45","1197","711"
"1797","RCE","Not Allowed","711","1953","45","1197","711"
"1797","Application Filed","Allowed","281","1953","45","1197","711"
"1797","Application Filed","Not Allowed","242","1953","45","1197","711"
"1797","Interview","Allowed","760","1953","45","1197","711"
"1797","Interview","Not Allowed","437","1953","45","1197","711"
"1797","Appeal","Partially Allowed","1","1953","45","1197","711"
"1797","Appeal","Allowed","9","1953","45","1197","711"
"1798","RCE","Not Allowed","811","2119","27","1277","815"
"1798","Application Filed","Allowed","168","2119","27","1277","815"
"1798","Interview","Not Allowed","622","2119","27","1277","815"
"1798","Appeal","Not Allowed","22","2119","27","1277","815"
"1798","Interview","Allowed","655","2119","27","1277","815"
"1798","Application Filed","Not Allowed","193","2119","27","1277","815"
"1798","RCE","Allowed","4","2119","27","1277","815"
"1798","Appeal","Allowed","5","2119","27","1277","815"
"1799","Application Filed","Not Allowed","182","1427","20","674","733"
"1799","Interview","Not Allowed","382","1427","20","674","733"
"1799","Application Filed","Allowed","112","1427","20","674","733"
"1799","Appeal","Allowed","4","1427","20","674","733"
"1799","Interview","Allowed","292","1427","20","674","733"
"1799","Appeal","Not Allowed","16","1427","20","674","733"
"1799","RCE","Not Allowed","733","1427","20","674","733"
"2100","Interview","Not Allowed","3","10",,"4","6"
"2100","Interview","Allowed","1","10",,"4","6"
"2100","RCE","Not Allowed","6","10",,"4","6"
"2111","Appeal","Allowed","7","1412","14","970","428"
"2111","RCE","Allowed","2","1412","14","970","428"
"2111","Appeal","Not Allowed","7","1412","14","970","428"
"2111","Interview","Not Allowed","344","1412","14","970","428"
"2111","RCE","Not Allowed","426","1412","14","970","428"
"2111","Application Filed","Not Allowed","49","1412","14","970","428"
"2111","Interview","Allowed","626","1412","14","970","428"
"2111","Application Filed","Allowed","429","1412","14","970","428"
"2112","Appeal","Not Allowed","5","1172","9","831","332"
"2112","Appeal","Partially Allowed","1","1172","9","831","332"
"2112","Application Filed","Not Allowed","59","1172","9","831","332"
"2112","Interview","Not Allowed","218","1172","9","831","332"
"2112","RCE","Not Allowed","329","1172","9","831","332"
"2112","RCE","Allowed","3","1172","9","831","332"
"2112","Interview","Allowed","613","1172","9","831","332"
"2112","Application Filed","Allowed","500","1172","9","831","332"
"2112","Appeal","Allowed","3","1172","9","831","332"
"2113","Application Filed","Not Allowed","42","1470","18","1016","436"
"2113","Appeal","Not Allowed","15","1470","18","1016","436"
"2113","Interview","Allowed","590","1470","18","1016","436"
"2113","RCE","Not Allowed","435","1470","18","1016","436"
"2113","Application Filed","Allowed","285","1470","18","1016","436"
"2113","Interview","Not Allowed","426","1470","18","1016","436"
"2113","RCE","Allowed","1","1470","18","1016","436"
"2113","Appeal","Allowed","3","1470","18","1016","436"
"2114","Appeal","Not Allowed","4","1384","11","926","447"
"2114","Application Filed","Allowed","280","1384","11","926","447"
"2114","RCE","Not Allowed","447","1384","11","926","447"
"2114","Interview","Not Allowed","381","1384","11","926","447"
"2114","Interview","Allowed","545","1384","11","926","447"
"2114","Application Filed","Not Allowed","41","1384","11","926","447"
"2114","Appeal","Allowed","7","1384","11","926","447"
"2115","Interview","Not Allowed","319","1274","11","866","397"
"2115","Interview","Allowed","547","1274","11","866","397"
"2115","Application Filed","Not Allowed","111","1274","11","866","397"
"2115","Application Filed","Allowed","149","1274","11","866","397"
"2115","Appeal","Not Allowed","7","1274","11","866","397"
"2115","Appeal","Allowed","4","1274","11","866","397"
"2115","RCE","Allowed","3","1274","11","866","397"
"2115","RCE","Not Allowed","394","1274","11","866","397"
"2116","Application Filed","Allowed","207","1620","12","1036","572"
"2116","Appeal","Not Allowed","8","1620","12","1036","572"
"2116","RCE","Not Allowed","571","1620","12","1036","572"
"2116","Interview","Not Allowed","474","1620","12","1036","572"
"2116","RCE","Allowed","1","1620","12","1036","572"
"2116","Interview","Allowed","562","1620","12","1036","572"
"2116","Appeal","Allowed","4","1620","12","1036","572"
"2116","Application Filed","Not Allowed","99","1620","12","1036","572"
"2117","RCE","Not Allowed","546","1359","25","788","546"
"2117","Application Filed","Allowed","84","1359","25","788","546"
"2117","Interview","Not Allowed","441","1359","25","788","546"
"2117","Application Filed","Not Allowed","74","1359","25","788","546"
"2117","Appeal","Allowed","9","1359","25","788","546"
"2117","Appeal","Partially Allowed","1","1359","25","788","546"
"2117","Interview","Allowed","347","1359","25","788","546"
"2117","Appeal","Not Allowed","15","1359","25","788","546"
"2118","RCE","Not Allowed","22","151","1","128","22"
"2118","Application Filed","Not Allowed","47","151","1","128","22"
"2118","Interview","Allowed","93","151","1","128","22"
"2118","Appeal","Not Allowed","1","151","1","128","22"
"2118","Interview","Not Allowed","35","151","1","128","22"
"2118","Application Filed","Allowed","47","151","1","128","22"
"2119","Appeal","Partially Allowed","2","1512","23","1012","477"
"2119","Interview","Allowed","672","1512","23","1012","477"
"2119","Application Filed","Allowed","310","1512","23","1012","477"
"2119","RCE","Not Allowed","476","1512","23","1012","477"
"2119","Appeal","Allowed","9","1512","23","1012","477"
"2119","RCE","Allowed","1","1512","23","1012","477"
"2119","Application Filed","Not Allowed","111","1512","23","1012","477"
"2119","Interview","Not Allowed","340","1512","23","1012","477"
"2119","Appeal","Not Allowed","12","1512","23","1012","477"
"2121","Appeal","Allowed","1","532","4","329","199"
"2121","RCE","Not Allowed","198","532","4","329","199"
"2121","Appeal","Not Allowed","3","532","4","329","199"
"2121","RCE","Allowed","1","532","4","329","199"
"2121","Application Filed","Allowed","30","532","4","329","199"
"2121","Application Filed","Not Allowed","34","532","4","329","199"
"2121","Interview","Not Allowed","258","532","4","329","199"
"2121","Interview","Allowed","71","532","4","329","199"
"2122","Application Filed","Allowed","44","752","7","475","270"
"2122","RCE","Not Allowed","270","752","7","475","270"
"2122","Interview","Allowed","138","752","7","475","270"
"2122","Appeal","Not Allowed","7","752","7","475","270"
"2122","Application Filed","Not Allowed","39","752","7","475","270"
"2122","Interview","Not Allowed","337","752","7","475","270"
"2123","Application Filed","Allowed","66","437","6","282","149"
"2123","RCE","Not Allowed","147","437","6","282","149"
"2123","Application Filed","Not Allowed","22","437","6","282","149"
"2123","Interview","Allowed","91","437","6","282","149"
"2123","Interview","Not Allowed","191","437","6","282","149"
"2123","RCE","Allowed","2","437","6","282","149"
"2123","Appeal","Allowed","3","437","6","282","149"
"2123","Appeal","Not Allowed","3","437","6","282","149"
"2124","Appeal","Partially Allowed","1","669","7","426","236"
"2124","Interview","Not Allowed","286","669","7","426","236"
"2124","Interview","Allowed","140","669","7","426","236"
"2124","Application Filed","Allowed","47","669","7","426","236"
"2124","Application Filed","Not Allowed","33","669","7","426","236"
"2124","Appeal","Not Allowed","3","669","7","426","236"
"2124","RCE","Not Allowed","236","669","7","426","236"
"2124","Appeal","Allowed","3","669","7","426","236"
"2125","Appeal","Not Allowed","4","733","5","512","216"
"2125","Application Filed","Allowed","32","733","5","512","216"
"2125","Appeal","Partially Allowed","1","733","5","512","216"
"2125","Interview","Not Allowed","279","733","5","512","216"
"2125","RCE","Not Allowed","216","733","5","512","216"
"2125","Application Filed","Not Allowed","35","733","5","512","216"
"2125","Interview","Allowed","233","733","5","512","216"
"2126","Appeal","Allowed","3","446","8","274","164"
"2126","Application Filed","Allowed","28","446","8","274","164"
"2126","Interview","Not Allowed","210","446","8","274","164"
"2126","RCE","Not Allowed","164","446","8","274","164"
"2126","Appeal","Not Allowed","5","446","8","274","164"
"2126","Interview","Allowed","64","446","8","274","164"
"2126","Application Filed","Not Allowed","27","446","8","274","164"
"2127","Application Filed","Allowed","24","603","1","424","178"
"2127","Appeal","Not Allowed","1","603","1","424","178"
"2127","Interview","Not Allowed","202","603","1","424","178"
"2127","Application Filed","Not Allowed","68","603","1","424","178"
"2127","RCE","Not Allowed","178","603","1","424","178"
"2127","Interview","Allowed","222","603","1","424","178"
"2128","Interview","Allowed","116","528","7","336","185"
"2128","Appeal","Allowed","3","528","7","336","185"
"2128","Application Filed","Allowed","29","528","7","336","185"
"2128","Appeal","Not Allowed","4","528","7","336","185"
"2128","RCE","Not Allowed","185","528","7","336","185"
"2128","Application Filed","Not Allowed","44","528","7","336","185"
"2128","Interview","Not Allowed","220","528","7","336","185"
"2129","Appeal","Not Allowed","3","615","5","441","169"
"2129","Application Filed","Allowed","42","615","5","441","169"
"2129","Appeal","Allowed","2","615","5","441","169"
"2129","Interview","Allowed","208","615","5","441","169"
"2129","RCE","Not Allowed","169","615","5","441","169"
"2129","Interview","Not Allowed","233","615","5","441","169"
"2129","Application Filed","Not Allowed","44","615","5","441","169"
"2131","Interview","Not Allowed","19","88","1","54","33"
"2131","Application Filed","Allowed","37","88","1","54","33"
"2131","Appeal","Allowed","1","88","1","54","33"
"2131","Interview","Allowed","35","88","1","54","33"
"2131","RCE","Not Allowed","33","88","1","54","33"
"2131","Application Filed","Not Allowed","12","88","1","54","33"
"2132","Application Filed","Not Allowed","32","1429","30","821","578"
"2132","Interview","Not Allowed","536","1429","30","821","578"
"2132","Appeal","Allowed","14","1429","30","821","578"
"2132","RCE","Not Allowed","573","1429","30","821","578"
"2132","RCE","Allowed","5","1429","30","821","578"
"2132","Interview","Allowed","285","1429","30","821","578"
"2132","Application Filed","Allowed","258","1429","30","821","578"
"2132","Appeal","Not Allowed","16","1429","30","821","578"
"2133","Appeal","Allowed","3","955","10","657","288"
"2133","Interview","Allowed","368","955","10","657","288"
"2133","Application Filed","Allowed","236","955","10","657","288"
"2133","Interview","Not Allowed","289","955","10","657","288"
"2133","Application Filed","Not Allowed","27","955","10","657","288"
"2133","RCE","Not Allowed","288","955","10","657","288"
"2133","Appeal","Partially Allowed","1","955","10","657","288"
"2133","Appeal","Not Allowed","6","955","10","657","288"
"2135","Appeal","Not Allowed","12","1681","19","1086","576"
"2135","RCE","Not Allowed","576","1681","19","1086","576"
"2135","Appeal","Allowed","7","1681","19","1086","576"
"2135","Application Filed","Allowed","182","1681","19","1086","576"
"2135","Interview","Not Allowed","671","1681","19","1086","576"
"2135","Interview","Allowed","415","1681","19","1086","576"
"2135","Application Filed","Not Allowed","39","1681","19","1086","576"
"2136","Application Filed","Not Allowed","42","1726","28","1026","672"
"2136","Interview","Allowed","404","1726","28","1026","672"
"2136","RCE","Not Allowed","671","1726","28","1026","672"
"2136","RCE","Allowed","1","1726","28","1026","672"
"2136","Appeal","Not Allowed","13","1726","28","1026","672"
"2136","Application Filed","Allowed","192","1726","28","1026","672"
"2136","Interview","Not Allowed","622","1726","28","1026","672"
"2136","Appeal","Allowed","13","1726","28","1026","672"
"2136","Appeal","Partially Allowed","2","1726","28","1026","672"
"2137","Interview","Not Allowed","503","1357","13","816","528"
"2137","Appeal","Not Allowed","7","1357","13","816","528"
"2137","Appeal","Allowed","6","1357","13","816","528"
"2137","Application Filed","Not Allowed","34","1357","13","816","528"
"2137","Interview","Allowed","313","1357","13","816","528"
"2137","Application Filed","Allowed","294","1357","13","816","528"
"2137","RCE","Not Allowed","528","1357","13","816","528"
"2138","Appeal","Allowed","8","1524","24","955","545"
"2138","Interview","Not Allowed","503","1524","24","955","545"
"2138","Appeal","Not Allowed","13","1524","24","955","545"
"2138","Application Filed","Allowed","337","1524","24","955","545"
"2138","Appeal","Partially Allowed","3","1524","24","955","545"
"2138","Application Filed","Not Allowed","33","1524","24","955","545"
"2138","RCE","Allowed","1","1524","24","955","545"
"2138","RCE","Not Allowed","544","1524","24","955","545"
"2138","Interview","Allowed","452","1524","24","955","545"
"2139","Interview","Allowed","486","1458","15","928","515"
"2139","Interview","Not Allowed","442","1458","15","928","515"
"2139","Appeal","Not Allowed","8","1458","15","928","515"
"2139","RCE","Not Allowed","514","1458","15","928","515"
"2139","RCE","Allowed","1","1458","15","928","515"
"2139","Application Filed","Allowed","226","1458","15","928","515"
"2139","Application Filed","Not Allowed","48","1458","15","928","515"
"2139","Appeal","Allowed","7","1458","15","928","515"
"2141","Interview","Allowed","51","124","1","82","41"
"2141","Application Filed","Not Allowed","12","124","1","82","41"
"2141","Application Filed","Allowed","69","124","1","82","41"
"2141","RCE","Not Allowed","40","124","1","82","41"
"2141","Interview","Not Allowed","31","124","1","82","41"
"2141","RCE","Allowed","1","124","1","82","41"
"2141","Appeal","Not Allowed","1","124","1","82","41"
"2142","RCE","Not Allowed","95","339","2","242","95"
"2142","Appeal","Not Allowed","1","339","2","242","95"
"2142","Application Filed","Not Allowed","21","339","2","242","95"
"2142","Interview","Not Allowed","118","339","2","242","95"
"2142","Appeal","Allowed","1","339","2","242","95"
"2142","Interview","Allowed","124","339","2","242","95"
"2142","Application Filed","Allowed","10","339","2","242","95"
"2143","Appeal","Allowed","7","2135","20","1426","689"
"2143","Appeal","Not Allowed","13","2135","20","1426","689"
"2143","Interview","Allowed","556","2135","20","1426","689"
"2143","RCE","Not Allowed","689","2135","20","1426","689"
"2143","Application Filed","Not Allowed","75","2135","20","1426","689"
"2143","Application Filed","Allowed","16","2135","20","1426","689"
"2143","Interview","Not Allowed","870","2135","20","1426","689"
"2144","Application Filed","Allowed","153","2130","21","1431","678"
"2144","Application Filed","Not Allowed","92","2130","21","1431","678"
"2144","Appeal","Not Allowed","11","2130","21","1431","678"
"2144","Interview","Allowed","602","2130","21","1431","678"
"2144","Interview","Not Allowed","829","2130","21","1431","678"
"2144","Appeal","Partially Allowed","1","2130","21","1431","678"
"2144","RCE","Allowed","1","2130","21","1431","678"
"2144","Appeal","Allowed","9","2130","21","1431","678"
"2144","RCE","Not Allowed","677","2130","21","1431","678"
"2145","RCE","Not Allowed","663","1783","29","1090","664"
"2145","RCE","Allowed","1","1783","29","1090","664"
"2145","Interview","Allowed","404","1783","29","1090","664"
"2145","Application Filed","Allowed","91","1783","29","1090","664"
"2145","Interview","Not Allowed","686","1783","29","1090","664"
"2145","Application Filed","Not Allowed","86","1783","29","1090","664"
"2145","Appeal","Partially Allowed","1","1783","29","1090","664"
"2145","Appeal","Not Allowed","17","1783","29","1090","664"
"2145","Appeal","Allowed","11","1783","29","1090","664"
"2146","Appeal","Allowed","6","555","13","344","198"
"2146","Application Filed","Allowed","20","555","13","344","198"
"2146","Interview","Not Allowed","197","555","13","344","198"
"2146","Appeal","Not Allowed","7","555","13","344","198"
"2146","Interview","Allowed","147","555","13","344","198"
"2146","RCE","Not Allowed","198","555","13","344","198"
"2146","Application Filed","Not Allowed","34","555","13","344","198"
"2147","Interview","Not Allowed","297","659","18","330","311"
"2147","Application Filed","Not Allowed","29","659","18","330","311"
"2147","Appeal","Not Allowed","15","659","18","330","311"
"2147","RCE","Not Allowed","311","659","18","330","311"
"2147","Appeal","Allowed","1","659","18","330","311"
"2147","Interview","Allowed","33","659","18","330","311"
"2147","Appeal","Partially Allowed","2","659","18","330","311"
"2147","Application Filed","Allowed","6","659","18","330","311"
"2148","Interview","Not Allowed","259","803","4","562","237"
"2148","Application Filed","Not Allowed","48","803","4","562","237"
"2148","Interview","Allowed","303","803","4","562","237"
"2148","Application Filed","Allowed","18","803","4","562","237"
"2148","Appeal","Not Allowed","4","803","4","562","237"
"2148","RCE","Not Allowed","237","803","4","562","237"
"2152","RCE","Not Allowed","477","1346","20","848","478"
"2152","Appeal","Not Allowed","10","1346","20","848","478"
"2152","Interview","Not Allowed","566","1346","20","848","478"
"2152","Application Filed","Allowed","38","1346","20","848","478"
"2152","Application Filed","Not Allowed","55","1346","20","848","478"
"2152","Interview","Allowed","282","1346","20","848","478"
"2152","RCE","Allowed","1","1346","20","848","478"
"2152","Appeal","Allowed","10","1346","20","848","478"
"2153","Application Filed","Allowed","116","1528","23","1001","504"
"2153","Application Filed","Not Allowed","51","1528","23","1001","504"
"2153","RCE","Not Allowed","504","1528","23","1001","504"
"2153","Interview","Not Allowed","614","1528","23","1001","504"
"2153","Appeal","Allowed","13","1528","23","1001","504"
"2153","Interview","Allowed","387","1528","23","1001","504"
"2153","Appeal","Not Allowed","10","1528","23","1001","504"
"2154","Interview","Not Allowed","588","1482","30","912","540"
"2154","Appeal","Not Allowed","17","1482","30","912","540"
"2154","Application Filed","Allowed","91","1482","30","912","540"
"2154","RCE","Allowed","1","1482","30","912","540"
"2154","Interview","Allowed","324","1482","30","912","540"
"2154","RCE","Not Allowed","539","1482","30","912","540"
"2154","Appeal","Allowed","13","1482","30","912","540"
"2154","Application Filed","Not Allowed","63","1482","30","912","540"
"2155","Application Filed","Allowed","1","1",,"1",
"2155","Interview","Allowed","1","1",,"1",
"2156","Appeal","Allowed","6","1340","16","842","482"
"2156","Application Filed","Not Allowed","55","1340","16","842","482"
"2156","Appeal","Not Allowed","10","1340","16","842","482"
"2156","RCE","Not Allowed","482","1340","16","842","482"
"2156","Interview","Allowed","314","1340","16","842","482"
"2156","Application Filed","Allowed","77","1340","16","842","482"
"2156","Interview","Not Allowed","528","1340","16","842","482"
"2157","Appeal","Not Allowed","4","512","5","337","170"
"2157","Application Filed","Allowed","70","512","5","337","170"
"2157","Interview","Not Allowed","182","512","5","337","170"
"2157","RCE","Not Allowed","170","512","5","337","170"
"2157","Application Filed","Not Allowed","26","512","5","337","170"
"2157","Appeal","Allowed","1","512","5","337","170"
"2157","Interview","Allowed","155","512","5","337","170"
"2158","Application Filed","Not Allowed","33","268","4","199","65"
"2158","Application Filed","Allowed","14","268","4","199","65"
"2158","RCE","Allowed","1","268","4","199","65"
"2158","RCE","Not Allowed","64","268","4","199","65"
"2158","Interview","Not Allowed","102","268","4","199","65"
"2158","Interview","Allowed","97","268","4","199","65"
"2158","Appeal","Not Allowed","2","268","4","199","65"
"2158","Appeal","Allowed","2","268","4","199","65"
"2159","Appeal","Allowed","3","1472","14","934","524"
"2159","Interview","Not Allowed","640","1472","14","934","524"
"2159","Appeal","Not Allowed","11","1472","14","934","524"
"2159","Application Filed","Not Allowed","56","1472","14","934","524"
"2159","Application Filed","Allowed","45","1472","14","934","524"
"2159","Interview","Allowed","294","1472","14","934","524"
"2159","RCE","Not Allowed","524","1472","14","934","524"
"2161","Application Filed","Not Allowed","57","1024","12","663","349"
"2161","Interview","Not Allowed","373","1024","12","663","349"
"2161","Interview","Allowed","290","1024","12","663","349"
"2161","RCE","Allowed","3","1024","12","663","349"
"2161","Appeal","Allowed","6","1024","12","663","349"
"2161","Appeal","Not Allowed","6","1024","12","663","349"
"2161","Application Filed","Allowed","238","1024","12","663","349"
"2161","RCE","Not Allowed","346","1024","12","663","349"
"2162","Appeal","Not Allowed","6","1193","13","814","366"
"2162","Interview","Allowed","354","1193","13","814","366"
"2162","RCE","Allowed","2","1193","13","814","366"
"2162","Appeal","Allowed","7","1193","13","814","366"
"2162","Interview","Not Allowed","460","1193","13","814","366"
"2162","Application Filed","Not Allowed","55","1193","13","814","366"
"2162","Application Filed","Allowed","76","1193","13","814","366"
"2162","RCE","Not Allowed","364","1193","13","814","366"
"2163","Interview","Not Allowed","497","1253","24","773","456"
"2163","Application Filed","Allowed","101","1253","24","773","456"
"2163","Application Filed","Not Allowed","60","1253","24","773","456"
"2163","RCE","Allowed","3","1253","24","773","456"
"2163","Appeal","Allowed","9","1253","24","773","456"
"2163","Appeal","Not Allowed","15","1253","24","773","456"
"2163","RCE","Not Allowed","453","1253","24","773","456"
"2163","Interview","Allowed","276","1253","24","773","456"
"2164","Application Filed","Not Allowed","69","1197","20","757","420"
"2164","Interview","Allowed","264","1197","20","757","420"
"2164","Appeal","Allowed","10","1197","20","757","420"
"2164","Appeal","Not Allowed","9","1197","20","757","420"
"2164","Interview","Not Allowed","493","1197","20","757","420"
"2164","Application Filed","Allowed","138","1197","20","757","420"
"2164","RCE","Not Allowed","420","1197","20","757","420"
"2164","Appeal","Partially Allowed","1","1197","20","757","420"
"2165","RCE","Not Allowed","584","1741","29","1126","586"
"2165","Application Filed","Allowed","99","1741","29","1126","586"
"2165","Appeal","Not Allowed","16","1741","29","1126","586"
"2165","Application Filed","Not Allowed","55","1741","29","1126","586"
"2165","RCE","Allowed","2","1741","29","1126","586"
"2165","Interview","Not Allowed","546","1741","29","1126","586"
"2165","Interview","Allowed","580","1741","29","1126","586"
"2165","Appeal","Allowed","13","1741","29","1126","586"
"2166","Application Filed","Allowed","209","1509","31","949","529"
"2166","Interview","Not Allowed","612","1509","31","949","529"
"2166","Appeal","Not Allowed","21","1509","31","949","529"
"2166","Appeal","Allowed","9","1509","31","949","529"
"2166","Application Filed","Not Allowed","53","1509","31","949","529"
"2166","Interview","Allowed","337","1509","31","949","529"
"2166","Appeal","Partially Allowed","1","1509","31","949","529"
"2166","RCE","Not Allowed","529","1509","31","949","529"
"2167","Interview","Not Allowed","302","987","10","689","288"
"2167","Appeal","Allowed","3","987","10","689","288"
"2167","Appeal","Not Allowed","7","987","10","689","288"
"2167","Application Filed","Not Allowed","52","987","10","689","288"
"2167","Application Filed","Allowed","178","987","10","689","288"
"2167","Interview","Allowed","387","987","10","689","288"
"2167","RCE","Not Allowed","288","987","10","689","288"
"2168","Application Filed","Allowed","81","1536","27","1004","505"
"2168","Interview","Allowed","487","1536","27","1004","505"
"2168","RCE","Not Allowed","505","1536","27","1004","505"
"2168","Interview","Not Allowed","517","1536","27","1004","505"
"2168","Application Filed","Not Allowed","61","1536","27","1004","505"
"2168","Appeal","Not Allowed","20","1536","27","1004","505"
"2168","Appeal","Allowed","7","1536","27","1004","505"
"2169","Interview","Allowed","522","1898","22","1300","576"
"2169","Interview","Not Allowed","778","1898","22","1300","576"
"2169","RCE","Not Allowed","576","1898","22","1300","576"
"2169","Application Filed","Allowed","62","1898","22","1300","576"
"2169","Application Filed","Not Allowed","46","1898","22","1300","576"
"2169","Appeal","Not Allowed","15","1898","22","1300","576"
"2169","Appeal","Allowed","7","1898","22","1300","576"
"2171","Interview","Allowed","345","1745","27","1073","645"
"2171","Appeal","Not Allowed","20","1745","27","1073","645"
"2171","Interview","Not Allowed","728","1745","27","1073","645"
"2171","Application Filed","Not Allowed","69","1745","27","1073","645"
"2171","RCE","Allowed","2","1745","27","1073","645"
"2171","Appeal","Partially Allowed","1","1745","27","1073","645"
"2171","RCE","Not Allowed","643","1745","27","1073","645"
"2171","Application Filed","Allowed","64","1745","27","1073","645"
"2171","Appeal","Allowed","6","1745","27","1073","645"
"2172","RCE","Not Allowed","1","3",,"2","1"
"2172","Interview","Allowed","2","3",,"2","1"
"2173","Interview","Not Allowed","872","2031","15","1234","782"
"2173","Appeal","Not Allowed","8","2031","15","1234","782"
"2173","Appeal","Allowed","7","2031","15","1234","782"
"2173","Application Filed","Not Allowed","67","2031","15","1234","782"
"2173","Interview","Allowed","362","2031","15","1234","782"
"2173","RCE","Allowed","1","2031","15","1234","782"
"2173","RCE","Not Allowed","781","2031","15","1234","782"
"2173","Application Filed","Allowed","43","2031","15","1234","782"
"2174","RCE","Not Allowed","570","1689","19","1097","573"
"2174","Interview","Allowed","434","1689","19","1097","573"
"2174","RCE","Allowed","3","1689","19","1097","573"
"2174","Application Filed","Not Allowed","65","1689","19","1097","573"
"2174","Appeal","Allowed","2","1689","19","1097","573"
"2174","Appeal","Not Allowed","17","1689","19","1097","573"
"2174","Application Filed","Allowed","123","1689","19","1097","573"
"2174","Interview","Not Allowed","663","1689","19","1097","573"
"2175","Application Filed","Allowed","141","1892","35","1170","687"
"2175","Application Filed","Not Allowed","63","1892","35","1170","687"
"2175","Appeal","Partially Allowed","3","1892","35","1170","687"
"2175","Appeal","Allowed","7","1892","35","1170","687"
"2175","RCE","Not Allowed","684","1892","35","1170","687"
"2175","Appeal","Not Allowed","25","1892","35","1170","687"
"2175","RCE","Allowed","3","1892","35","1170","687"
"2175","Interview","Allowed","449","1892","35","1170","687"
"2175","Interview","Not Allowed","721","1892","35","1170","687"
